c,theta,network,optimal_tau
0.44,0.30000000000000004,G3,0.2235956735371431
0.44,0.4,G1,0.03760514506221087
0.44,0.4,G2,0.3464636157867066
0.44,0.4,G3,0.20608108787258994
0.44,0.5,G1,0.03509359987206114
0.44,0.5,G2,0.3197725917921534
0.44,0.5,G3,0.19186819187329568
0.44,0.6000000000000001,G1,0.03303623035077842
0.44,0.6000000000000001,G2,0.29930956736580283
0.44,0.6000000000000001,G3,0.18027070960853733
0.44,0.7000000000000001,G1,0.03133440056098974
0.44,0.7000000000000001,G2,0.2833115811416174
0.44,0.7000000000000001,G3,0.17073239913576221
0.44,0.8,G1,0.029912408695206064
0.44,0.8,G2,0.27056855717955014
0.44,0.8,G3,0.16281192595826666
0.44,0.9,G1,0.0287144017965651
0.44,0.9,G2,0.2602341675263145
0.44,0.9,G3,0.1561781200966523
0.44,1.0,G1,0.027693432293642288
0.44,1.0,G2,0.2517278637962888
0.44,1.0,G3,0.15056918635678654
0.44,1.1,G1,0.026814544240313962
0.44,1.1,G2,0.2446271605311866
0.44,1.1,G3,0.14578615735052736
0.44,1.2000000000000002,G1,0.026054972756478913
0.44,1.2000000000000002,G2,0.2386274540824144
0.44,1.2000000000000002,G3,0.14167331705674793
0.44,1.3,G1,0.02539328161062317
0.44,1.3,G2,0.23350364285120762
0.44,1.3,G3,0.13810983240043156
0.44,1.4000000000000001,G1,0.02481228091796199
0.44,1.4000000000000001,G2,0.2290865537073505
0.44,1.4000000000000001,G3,0.13500649672234266
0.44,1.5,G1,0.02429800642545951
0.44,1.5,G2,0.22524702560834242
0.44,1.5,G3,0.13228231016133848
0.44,1.6,G1,0.02383788036340679
0.44,1.6,G2,0.2218838999287184
0.44,1.6,G3,0.1298831019447747
0.44,1.7000000000000002,G1,0.02343095092703628
0.44,1.7000000000000002,G2,0.2189206780773144
0.44,1.7000000000000002,G3,0.12775326694041095
0.44,1.8,G1,0.023064855927626235
0.44,1.8,G2,0.2162920170990522
0.44,1.8,G3,0.12585790137274847
0.44,1.9000000000000001,G1,0.022735154686296107
0.44,1.9000000000000001,G2,0.21394926684185558
0.44,1.9000000000000001,G3,0.12416331795980066
0.44,2.0,G1,0.02243708881551036
0.44,2.0,G2,0.2118522255994691
0.44,2.0,G3,0.12264266176114182
0.46,0.0,G1,0.05569023878176219
0.46,0.0,G2,0.5890934792635538
0.46,0.0,G3,0.3088825944312857
0.46,0.1,G1,0.04995479551449538
0.46,0.1,G2,0.5022569571968654
0.46,0.1,G3,0.2761538130464613
0.46,0.2,G1,0.045270807387896315
0.46,0.2,G2,0.43779889968457386
0.46,0.2,G3,0.249499747262253
0.46,0.30000000000000004,G1,0.04147102062030998
0.46,0.30000000000000004,G2,0.39015401530873606
0.46,0.30000000000000004,G3,0.22790459756667591
0.46,0.4,G1,0.03838951255581241
0.46,0.4,G2,0.3547505918263751
0.46,0.4,G3,0.21042391657172843
0.46,0.5,G1,0.03588332359771551
0.46,0.5,G2,0.32808422560242456
0.46,0.5,G3,0.19624153938099936
0.46,0.6000000000000001,G1,0.033829954971336
0.46,0.6000000000000001,G2,0.3076296132609952
0.46,0.6000000000000001,G3,0.1846682947187217
0.46,0.7000000000000001,G1,0.03213244398447278
0.46,0.7000000000000001,G2,0.291630003875482
0.46,0.7000000000000001,G3,0.17514646815752788
0.46,0.8,G1,0.030712128979724536
0.46,0.8,G2,0.2788783673414355
0.46,0.8,G3,0.16724198151887718
0.46,0.9,G1,0.029514462070825087
0.46,0.9,G2,0.2685388241264815
0.46,0.9,G3,0.1606129864050214
0.46,1.0,G1,0.028493946621729487
0.46,1.0,G2,0.2600187680128941
0.46,1.0,G3,0.15500905504071108
0.46,1.1,G1,0.027617127249269097
0.46,1.1,G2,0.2529075645572102
0.46,1.1,G3,0.15022841820651975
0.46,1.2000000000000002,G1,0.026856879028160942
0.46,1.2000000000000002,G2,0.24689784122725245
0.46,1.2000000000000002,G3,0.146118112781371
0.46,1.3,G1,0.026193404231706546
0.46,1.3,G2,0.2417648228700878
0.46,1.3,G3,0.14255696123880077
0.46,1.4000000000000001,G1,0.025611212512654902
0.46,1.4000000000000001,G2,0.23733917194451937
0.46,1.4000000000000001,G3,0.13945203670178574
0.46,1.5,G1,0.02509653170670375
0.46,1.5,G2,0.2334916998701912
0.46,1.5,G3,0.136727671656558
0.46,1.6,G1,0.02464044546288499
0.46,1.6,G2,0.23012221361847493
0.46,1.6,G3,0.1343246401496405
0.46,1.7000000000000002,G1,0.02423209556054676
0.46,1.7000000000000002,G2,0.22715228758414732
0.46,1.7000000000000002,G3,0.13219434539160752
0.46,1.8,G1,0.02386251035872339
0.46,1.8,G2,0.22451893625998873
0.46,1.8,G3,0.13029713848691668
0.46,1.9000000000000001,G1,0.023533640530131766
0.46,1.9000000000000001,G2,0.22216959666537134
0.46,1.9000000000000001,G3,0.1286027325798898
0.46,2.0,G1,0.023235146165469376
0.46,2.0,G2,0.22006816344802085
0.46,2.0,G3,0.12708002015607928
0.48000000000000004,0.0,G1,0.056453090807430724
0.48000000000000004,0.0,G2,0.5971636412151836
0.48000000000000004,0.0,G3,0.3131132708093991
0.48000000000000004,0.1,G1,0.050720508617015915
0.48000000000000004,0.1,G2,0.5103569137753872
0.48000000000000004,0.1,G3,0.2803949122747211
0.48000000000000004,0.2,G1,0.04604323008400293
0.48000000000000004,0.2,G2,0.4459666011900936
0.48000000000000004,0.2,G3,0.2537700169308878
0.48000000000000004,0.30000000000000004,G1,0.04224696519659992
0.48000000000000004,0.30000000000000004,G2,0.39838530807664696
0.48000000000000004,0.30000000000000004,G3,0.23220878835389389
0.48000000000000004,0.4,G1,0.03917379781729878
0.48000000000000004,0.4,G2,0.3630277666833896
0.48000000000000004,0.4,G3,0.21476288472181113
0.48000000000000004,0.5,G1,0.036671722640115825
0.48000000000000004,0.5,G2,0.33638383780857534
0.48000000000000004,0.5,G3,0.20061112169876988
0.48000000000000004,0.6000000000000001,G1,0.03462221024173114
0.48000000000000004,0.6000000000000001,G2,0.315934498171293
0.48000000000000004,0.6000000000000001,G3,0.189058585373817
0.48000000000000004,0.7000000000000001,G1,0.03292659330536836
0.48000000000000004,0.7000000000000001,G2,0.2999346659338398
0.48000000000000004,0.7000000000000001,G3,0.1795527499490547
0.48000000000000004,0.8,G1,0.031508023674393565
0.48000000000000004,0.8,G2,0.2871750659172222
0.48000000000000004,0.8,G3,0.1716569616855468
0.48000000000000004,0.9,G1,0.030310744410495156
0.48000000000000004,0.9,G2,0.27682454950030505
0.48000000000000004,0.9,G3,0.16503712354222166
0.48000000000000004,1.0,G1,0.029291137628475006
0.48000000000000004,1.0,G2,0.26829926006006355
0.48000000000000004,1.0,G3,0.15943767252012417
0.48000000000000004,1.1,G1,0.02841564700624937
0.48000000000000004,1.1,G2,0.26117482711524015
0.48000000000000004,1.1,G3,0.1546598119660348
0.48000000000000004,1.2000000000000002,G1,0.027656073885214377
0.48000000000000004,1.2000000000000002,G2,0.25515562644605405
0.48000000000000004,1.2000000000000002,G3,0.15055032208179028
0.48000000000000004,1.3,G1,0.026993068661039312
0.48000000000000004,1.3,G2,0.25001369937486934
0.48000000000000004,1.3,G3,0.14699058440063573
0.48000000000000004,1.4000000000000001,G1,0.026408927720222873
0.48000000000000004,1.4000000000000001,G2,0.24557997700151837
0.48000000000000004,1.4000000000000001,G3,0.1438852937147605
0.48000000000000004,1.5,G1,0.025895728036278282
0.48000000000000004,1.5,G2,0.24172513765449888
0.48000000000000004,1.5,G3,0.14116076534781474
0.48000000000000004,1.6,G1,0.025436745583903814
0.48000000000000004,1.6,G2,0.23834892183842166
0.48000000000000004,1.6,G3,0.1387572877247325
0.48000000000000004,1.7000000000000002,G1,0.025027777589794603
0.48000000000000004,1.7000000000000002,G2,0.23537253657003263
0.48000000000000004,1.7000000000000002,G3,0.13662608724479716
0.48000000000000004,1.8,G1,0.024662331882290483
0.48000000000000004,1.8,G2,0.23273327804785537
0.48000000000000004,1.8,G3,0.13472819909824488
0.48000000000000004,1.9000000000000001,G1,0.024331951196425037
0.48000000000000004,1.9000000000000001,G2,0.23038067142477486
0.48000000000000004,1.9000000000000001,G3,0.13303009007708097
0.48000000000000004,2.0,G1,0.024029913239871938
0.48000000000000004,2.0,G2,0.22827411970214176
0.48000000000000004,2.0,G3,0.13150524054792148
0.5,0.0,G1,0.05721577609858075
0.5,0.0,G2,0.6052327238174676
0.5,0.0,G3,0.3173446503200427
0.5,0.1,G1,0.05148408303027394
0.5,0.1,G2,0.5184582128216467
0.5,0.1,G3,0.28463743870963365
0.5,0.2,G1,0.04681234482726036
0.5,0.2,G2,0.4541315668277632
0.5,0.2,G3,0.2580421805955991
0.5,0.30000000000000004,G1,0.043023801212023136
0.5,0.30000000000000004,G2,0.4066116638694252
0.5,0.30000000000000004,G3,0.23651096321141793
0.5,0.4,G1,0.03995599276501182
0.5,0.4,G2,0.3712914490168763
0.5,0.4,G3,0.2190978198067872
0.5,0.5,G1,0.037458900897269366
0.5,0.5,G2,0.3446691752704733
0.5,0.5,G3,0.20497227036577534
0.5,0.6000000000000001,G1,0.03541272851139903
0.5,0.6000000000000001,G2,0.3242282493390627
0.5,0.6000000000000001,G3,0.19344178768329492
0.5,0.7000000000000001,G1,0.033719478143372075
0.5,0.7000000000000001,G2,0.30822504222036234
0.5,0.7000000000000001,G3,0.18394882506425692
0.5,0.8,G1,0.03230427773242575
0.5,0.8,G2,0.2954593056468134
0.5,0.8,G3,0.1760638181214962
0.5,0.9,G1,0.031107470961460944
0.5,0.9,G2,0.28509903692714195
0.5,0.9,G3,0.16945404406480052
0.5,1.0,G1,0.030087498529481213
0.5,1.0,G2,0.2765624877403567
0.5,1.0,G3,0.16385632858223573
0.5,1.1,G1,0.02921125008794735
0.5,1.1,G2,0.26943331096689227
0.5,1.1,G3,0.15908065125462814
0.5,1.2000000000000002,G1,0.028452712292895223
0.5,1.2000000000000002,G2,0.26340205661771326
0.5,1.2000000000000002,G3,0.1549724906488529
0.5,1.3,G1,0.027789086687466377
0.5,1.3,G2,0.2582516039357171
0.5,1.3,G3,0.1514125755734622
0.5,1.4000000000000001,G1,0.027207567494749212
0.5,1.4000000000000001,G2,0.2538101660416783
0.5,1.4000000000000001,G3,0.1483079775048182
0.5,1.5,G1,0.026692018663084533
0.5,1.5,G2,0.24994829584724867
0.5,1.5,G3,0.145582952905052
0.5,1.6,G1,0.026232254485569383
0.5,1.6,G2,0.24656570292294627
0.5,1.6,G3,0.14317855849816577
0.5,1.7000000000000002,G1,0.025824043440073587
0.5,1.7000000000000002,G2,0.24358359590816492
0.5,1.7000000000000002,G3,0.14104654898306268
0.5,1.8,G1,0.025456021241408142
0.5,1.8,G2,0.2409391047687149
0.5,1.8,G3,0.13914756211572218
0.5,1.9000000000000001,G1,0.025125101130199393
0.5,1.9000000000000001,G2,0.23858172983973983
0.5,1.9000000000000001,G3,0.1374498632660401
0.5,2.0,G1,0.024827295221559503
0.5,2.0,G2,0.23647036398956853
0.5,2.0,G3,0.13592308759810284
0.52,0.0,G1,0.057978609522687914
0.52,0.0,G2,0.6133023229500862
0.52,0.0,G3,0.32157610125282315
0.52,0.1,G1,0.05225181546020857
0.52,0.1,G2,0.5265565680333545
0.52,0.1,G3,0.2888802277910922
0.52,0.2,G1,0.047582143081706975
0.52,0.2,G2,0.46228905580909935
0.52,0.2,G3,0.26230992449494045
0.52,0.30000000000000004,G1,0.043801048936954856
0.52,0.30000000000000004,G2,0.41482586119035414
0.52,0.30000000000000004,G3,0.240810202658019
0.52,0.4,G1,0.04073724576001021
0.52,0.4,G2,0.3795468945931197
0.52,0.4,G3,0.2234289144198685
0.52,0.5,G1,0.03824499810544452
0.52,0.5,G2,0.35294372708887056
0.52,0.5,G3,0.2093283807507145
0.52,0.6000000000000001,G1,0.036202110929226865
0.52,0.6000000000000001,G2,0.332510376013759
0.52,0.6000000000000001,G3,0.19781580627915565
0.52,0.7000000000000001,G1,0.03451125666265553
0.52,0.7000000000000001,G2,0.31650250303353583
0.52,0.7000000000000001,G3,0.18833807831352375
0.52,0.8,G1,0.033097019294237404
0.52,0.8,G2,0.3037309393234799
0.52,0.8,G3,0.18046369915650703
0.52,0.9,G1,0.03190353515163084
0.52,0.9,G2,0.29336275170749443
0.52,0.9,G3,0.1738577783502604
0.52,1.0,G1,0.030882661220699464
0.52,1.0,G2,0.2848159938210607
0.52,1.0,G3,0.16826811200274247
0.52,1.1,G1,0.030006048955229663
0.52,1.1,G2,0.2776763409292567
0.52,1.1,G3,0.16349220695202668
0.52,1.2000000000000002,G1,0.02924648298533615
0.52,1.2000000000000002,G2,0.2716408215070691
0.52,1.2000000000000002,G3,0.15938486839908192
0.52,1.3,G1,0.028584222544319693
0.52,1.3,G2,0.26648279159655675
0.52,1.3,G3,0.1558253426469116
0.52,1.4000000000000001,G1,0.02799984915788861
0.52,1.4000000000000001,G2,0.26203080976705906
0.52,1.4000000000000001,G3,0.15271996924765638
0.52,1.5,G1,0.027484516828426304
0.52,1.5,G2,0.2581622643436798
0.52,1.5,G3,0.14999453267668947
0.52,1.6,G1,0.027025411380223005
0.52,1.6,G2,0.2547736619444309
0.52,1.6,G3,0.14759006542752032
0.52,1.7000000000000002,G1,0.02661807949520375
0.52,1.7000000000000002,G2,0.2517860410439127
0.52,1.7000000000000002,G3,0.14545710780155593
0.52,1.8,G1,0.026249225589807926
0.52,1.8,G2,0.24913658131056568
0.52,1.8,G3,0.1435568866449029
0.52,1.9000000000000001,G1,0.0259197014229513
0.52,1.9000000000000001,G2,0.24677469867107465
0.52,1.9000000000000001,G3,0.1418569480219529
0.52,2.0,G1,0.0256182740239701
0.52,2.0,G2,0.24465927160507187
0.52,2.0,G3,0.1403307347485255
0.54,0.0,G1,0.058741438694808676
0.54,0.0,G2,0.6213719117278701
0.54,0.0,G3,0.32580789615876643
0.54,0.1,G1,0.0530171720189906
0.54,0.1,G2,0.534653026814699
0.54,0.1,G3,0.293121502744401
0.54,0.2,G1,0.04835158448912015
0.54,0.2,G2,0.47044626067575696
0.54,0.2,G3,0.26657427237258985
0.54,0.30000000000000004,G1,0.04457718377811099
0.54,0.30000000000000004,G2,0.4230369007374154
0.54,0.30000000000000004,G3,0.2451060303957572
0.54,0.4,G1,0.04151789469184839
0.54,0.4,G2,0.3877934278236885
0.54,0.4,G3,0.22775465962925764
0.54,0.5,G1,0.03903103664480282
0.54,0.5,G2,0.3612097961226827
0.54,0.5,G3,0.21367856235346436
0.54,0.6000000000000001,G1,0.03699024175936254
0.54,0.6000000000000001,G2,0.3407793275128839
0.54,0.6000000000000001,G3,0.20218402869238455
0.54,0.7000000000000001,G1,0.03530135287932546
0.54,0.7000000000000001,G2,0.3247705267273801
0.54,0.7000000000000001,G3,0.19272081604476227
0.54,0.8,G1,0.033888697623770385
0.54,0.8,G2,0.31199120797385893
0.54,0.8,G3,0.18485403068603581
0.54,0.9,G1,0.032693595842177396
0.54,0.9,G2,0.3016151238809659
0.54,0.9,G3,0.17825420881544318
0.54,1.0,G1,0.03167796578551424
0.54,1.0,G2,0.2930602867724811
0.54,1.0,G3,0.17266689540939484
0.54,1.1,G1,0.03079964658561787
0.54,1.1,G2,0.28591082765496234
0.54,1.1,G3,0.16789744802462592
0.54,1.2000000000000002,G1,0.03003973407222813
0.54,1.2000000000000002,G2,0.2798660768279307
0.54,1.2000000000000002,G3,0.16378853280657046
0.54,1.3,G1,0.029377405217326003
0.54,1.3,G2,0.27470118906602525
0.54,1.3,G3,0.16022910282981453
0.54,1.4000000000000001,G1,0.02879347103933177
0.54,1.4000000000000001,G2,0.27024569363693707
0.54,1.4000000000000001,G3,0.15712349642869108
0.54,1.5,G1,0.02827782278473203
0.54,1.5,G2,0.2663710445513456
0.54,1.5,G3,0.15439756339614047
0.54,1.6,G1,0.0278197735584717
0.54,1.6,G2,0.2629735177245745
0.54,1.6,G3,0.1519917850647844
0.54,1.7000000000000002,G1,0.027410699007307818
0.54,1.7000000000000002,G2,0.2599807170443672
0.54,1.7000000000000002,G3,0.14985800768485608
0.54,1.8,G1,0.02704152897003711
0.54,1.8,G2,0.2573265791176947
0.54,1.8,G3,0.147957384384381
0.54,1.9000000000000001,G1,0.02671118488433944
0.54,1.9000000000000001,G2,0.2549604501802351
0.54,1.9000000000000001,G3,0.14625637368637687
0.54,2.0,G1,0.026408325420420497
0.54,2.0,G2,0.2528411248944307
0.54,2.0,G3,0.14472857851501006
0.56,0.0,G1,0.059504263843778556
0.56,0.0,G2,0.6294414894728012
0.56,0.0,G3,0.33003917560124546
0.56,0.1,G1,0.05378079005369888
0.56,0.1,G2,0.5427533703916375
0.56,0.1,G3,0.2973625055694031
0.56,0.2,G1,0.049122995590633
0.56,0.2,G2,0.4785993841317515
0.56,0.2,G3,0.27083901851207154
0.56,0.30000000000000004,G1,0.04535275216102971
0.56,0.30000000000000004,G2,0.4312413083412513
0.56,0.30000000000000004,G3,0.249400048199687
0.56,0.4,G1,0.042297087702363866
0.56,0.4,G2,0.3960316772813987
0.56,0.4,G3,0.23207547239965218
0.56,0.5,G1,0.03981481036621312
0.56,0.5,G2,0.3694641010686561
0.56,0.5,G3,0.218021530031308
0.56,0.6000000000000001,G1,0.03777723920646874
0.56,0.6000000000000001,G2,0.349038354844556
0.56,0.6000000000000001,G3,0.2065460826793014
0.56,0.7000000000000001,G1,0.0360903763555793
0.56,0.7000000000000001,G2,0.33302875113145247
0.56,0.7000000000000001,G3,0.19709414399005032
0.56,0.8,G1,0.03467913498489676
0.56,0.8,G2,0.3202420153955526
0.56,0.8,G3,0.18923719440470338
0.56,0.9,G1,0.03348610006574518
0.56,0.9,G2,0.3098570505821097
0.56,0.9,G3,0.18264285008880068
0.56,1.0,G1,0.032469051006869906
0.56,1.0,G2,0.30129437939067105
0.56,1.0,G3,0.17705886438156868
0.56,1.1,G1,0.03159161061531499
0.56,1.1,G2,0.29413733429629824
0.56,1.1,G3,0.17229012307886138
0.56,1.2000000000000002,G1,0.03083193786861439
0.56,1.2000000000000002,G2,0.2880832457125919
0.56,1.2000000000000002,G3,0.168186562454135
0.56,1.3,G1,0.030167932584095277
0.56,1.3,G2,0.28290996400810325
0.56,1.3,G3,0.16462459945543295
0.56,1.4000000000000001,G1,0.02958464224937685
0.56,1.4000000000000001,G2,0.27844832728960844
0.56,1.4000000000000001,G3,0.1615187992749329
0.56,1.5,G1,0.029068608129684537
0.56,1.5,G2,0.2745671742289754
0.56,1.5,G3,0.1587922002028984
0.56,1.6,G1,0.028610319871562512
0.56,1.6,G2,0.2711689424842767
0.56,1.6,G3,0.15638571394574025
0.56,1.7000000000000002,G1,0.02820130240223447
0.56,1.7000000000000002,G2,0.2681713398480606
0.56,1.7000000000000002,G3,0.15425107402321636
0.56,1.8,G1,0.027832301381228955
0.56,1.8,G2,0.26551283661718655
0.56,1.8,G3,0.15234896501713538
0.56,1.9000000000000001,G1,0.02750022886525883
0.56,1.9000000000000001,G2,0.2631394095757725
0.56,1.9000000000000001,G3,0.15064697201609475
0.56,2.0,G1,0.027200590722163357
0.56,2.0,G2,0.2610165638033361
0.56,2.0,G3,0.14911863322810476
0.5800000000000001,0.0,G1,0.06026708525851498
0.5800000000000001,0.0,G2,0.6375110571743134
0.5800000000000001,0.0,G3,0.33427044455922905
0.5800000000000001,0.1,G1,0.054545343615639896
0.5800000000000001,0.1,G2,0.5508490716412405
0.5800000000000001,0.1,G3,0.30160375069501527
0.5800000000000001,0.2,G1,0.0498909315809745
0.5800000000000001,0.2,G2,0.48674918908781917
0.5800000000000001,0.2,G3,0.2751059906430108
0.5800000000000001,0.30000000000000004,G1,0.04612606610382265
0.5800000000000001,0.30000000000000004,G2,0.43944060167040827
0.5800000000000001,0.30000000000000004,G3,0.25369169352659965
0.5800000000000001,0.4,G1,0.04307891703150632
0.5800000000000001,0.4,G2,0.404264777243063
0.5800000000000001,0.4,G3,0.23639363042106654
0.5800000000000001,0.5,G1,0.04059758993835563
0.5800000000000001,0.5,G2,0.37770952593694
0.5800000000000001,0.5,G3,0.22236011549937232
0.5800000000000001,0.6000000000000001,G1,0.038564530625191204
0.5800000000000001,0.6000000000000001,G2,0.35728802505216495
0.5800000000000001,0.6000000000000001,G3,0.21090220445392907
0.5800000000000001,0.7000000000000001,G1,0.036878199377380835
0.5800000000000001,0.7000000000000001,G2,0.3412754057061607
0.5800000000000001,0.7000000000000001,G3,0.20146321312928603
0.5800000000000001,0.8,G1,0.035467989906389746
0.5800000000000001,0.8,G2,0.3284829501309946
0.5800000000000001,0.8,G3,0.1936147011885181
0.5800000000000001,0.9,G1,0.03427604457118152
0.5800000000000001,0.9,G2,0.3180903814161264
0.5800000000000001,0.9,G3,0.18702466747501376
0.5800000000000001,1.0,G1,0.03325864612157613
0.5800000000000001,1.0,G2,0.30951947876573865
0.5800000000000001,1.0,G3,0.18144434261891612
0.5800000000000001,1.1,G1,0.03238169544345777
0.5800000000000001,1.1,G2,0.3023548620004143
0.5800000000000001,1.1,G3,0.17667645941331664
0.5800000000000001,1.2000000000000002,G1,0.031622401296183475
0.5800000000000001,1.2000000000000002,G2,0.29629443161152436
0.5800000000000001,1.2000000000000002,G3,0.17257263183023444
0.5800000000000001,1.3,G1,0.03095890593457399
0.5800000000000001,1.3,G2,0.2911140524062794
0.5800000000000001,1.3,G3,0.16901521209936265
0.5800000000000001,1.4000000000000001,G1,0.030374516452961676
0.5800000000000001,1.4000000000000001,G2,0.28664523560097704
0.5800000000000001,1.4000000000000001,G3,0.1659094956076413
0.5800000000000001,1.5,G1,0.02985831369090105
0.5800000000000001,1.5,G2,0.28275886484625296
0.5800000000000001,1.5,G3,0.1631793796224275
0.5800000000000001,1.6,G1,0.029400119718125593
0.5800000000000001,1.6,G2,0.2793535993264007
0.5800000000000001,1.6,G3,0.16077202367376456
0.5800000000000001,1.7000000000000002,G1,0.028988883115377964
0.5800000000000001,1.7000000000000002,G2,0.276350965202916
0.5800000000000001,1.7000000000000002,G3,0.15863644143543995
0.5800000000000001,1.8,G1,0.02862093170022051
0.5800000000000001,1.8,G2,0.27368789726215753
0.5800000000000001,1.8,G3,0.15673341177575814
0.5800000000000001,1.9000000000000001,G1,0.028289861185658703
0.5800000000000001,1.9000000000000001,G2,0.27131542529465225
0.5800000000000001,1.9000000000000001,G3,0.15503043289467433
0.5800000000000001,2.0,G1,0.027988981502953553
0.5800000000000001,2.0,G2,0.2691890215949657
0.5800000000000001,2.0,G3,0.15350059291741042
0.6,0.0,G1,0.06102991508345664
0.6,0.0,G2,0.6455806194792724
0.6,0.0,G3,0.33849966642108453
0.6,0.1,G1,0.05531008206987486
0.6,0.1,G2,0.5589440884358851
0.6,0.1,G3,0.3058446009963713
0.6,0.2,G1,0.05066078614141911
0.6,0.2,G2,0.49489598096011356
0.6,0.2,G3,0.27936724239773786
0.6,0.30000000000000004,G1,0.04689901420379167
0.6,0.30000000000000004,G2,0.4476345330498773
0.6,0.30000000000000004,G3,0.2579844524722655
0.6,0.4,G1,0.04385637760207565
0.6,0.4,G2,0.41248568888362913
0.6,0.4,G3,0.24070824451379558
0.6,0.5,G1,0.04137996712653722
0.6,0.5,G2,0.3859473081763
0.6,0.5,G3,0.22669776884922654
0.6,0.6000000000000001,G1,0.03934892781633373
0.6,0.6000000000000001,G2,0.36552977958688787
0.6,0.6000000000000001,G3,0.2152544117356447
0.6,0.7000000000000001,G1,0.03766492678932486
0.6,0.7000000000000001,G2,0.3495126440175175
0.6,0.7000000000000001,G3,0.20582491535693262
0.6,0.8,G1,0.03625588843279504
0.6,0.8,G2,0.33671659895947265
0.6,0.8,G3,0.19798342916652167
0.6,0.9,G1,0.03506446457830609
0.6,0.9,G2,0.3263158644249214
0.6,0.9,G3,0.19139855778691744
0.6,1.0,G1,0.0340477478319773
0.6,1.0,G2,0.31773629062639397
0.6,1.0,G3,0.18582197654910107
0.6,1.1,G1,0.03317239006280383
0.6,1.1,G2,0.310563341652829
0.6,1.1,G3,0.18105567270913195
0.6,1.2000000000000002,G1,0.03241313680422102
0.6,1.2000000000000002,G2,0.30449704799468197
0.6,1.2000000000000002,G3,0.1769528155457861
0.6,1.3,G1,0.03174747575271449
0.6,1.3,G2,0.29931048894562773
0.6,1.3,G3,0.17339457429573202
0.6,1.4000000000000001,G1,0.031164344106740686
0.6,1.4000000000000001,G2,0.29483576519187815
0.6,1.4000000000000001,G3,0.17028943172733804
0.6,1.5,G1,0.030648170242661917
0.6,1.5,G2,0.2909434461431406
0.6,1.5,G3,0.16756215691859108
0.6,1.6,G1,0.030187343664666966
0.6,1.6,G2,0.28753260629076866
0.6,1.6,G3,0.16515441107189935
0.6,1.7000000000000002,G1,0.029776747041360928
0.6,1.7000000000000002,G2,0.2845268155133227
0.6,1.7000000000000002,G3,0.16301489367416494
0.6,1.8,G1,0.02940901663127694
0.6,1.8,G2,0.2818598444810707
0.6,1.8,G3,0.16111089419613928
0.6,1.9000000000000001,G1,0.029075716283429656
0.6,1.9000000000000001,G2,0.2794819177034564
0.6,1.9000000000000001,G3,0.159406855235427
0.6,2.0,G1,0.02877518596426714
0.6,2.0,G2,0.2773519746130175
0.6,2.0,G3,0.15787601972536228
0.62,0.0,G1,0.061792782118119664
0.62,0.0,G2,0.6536501846210212
0.62,0.0,G3,0.3427326537146772
0.62,0.1,G1,0.05607475531781732
0.62,0.1,G2,0.5670380774755294
0.62,0.1,G3,0.3100850605276573
0.62,0.2,G1,0.05142816118013154
0.62,0.2,G2,0.5030407040754022
0.62,0.2,G3,0.2836295347930017
0.62,0.30000000000000004,G1,0.047672537859274486
0.62,0.30000000000000004,G2,0.455825035186945
0.62,0.30000000000000004,G3,0.2622720412646751
0.62,0.4,G1,0.04463500685152858
0.62,0.4,G2,0.42070577623848765
0.62,0.4,G3,0.2450187831597306
0.62,0.5,G1,0.042163076503210474
0.62,0.5,G2,0.39417739662429496
0.62,0.5,G3,0.2310283034874976
0.62,0.6000000000000001,G1,0.0401328203384459
0.62,0.6000000000000001,G2,0.3737627706448782
0.62,0.6000000000000001,G3,0.21959882551506615
0.62,0.7000000000000001,G1,0.038450656707653165
0.62,0.7000000000000001,G2,0.3577432585508746
0.62,0.7000000000000001,G3,0.2101795605046848
0.62,0.8,G1,0.03704267645623364
0.62,0.8,G2,0.3449400724328812
0.62,0.8,G3,0.2023471473166433
0.62,0.9,G1,0.03585193854507736
0.62,0.9,G2,0.33453456270179105
0.62,0.9,G3,0.19576768768058567
0.62,1.0,G1,0.034835652578547115
0.62,1.0,G2,0.32594671152581806
0.62,1.0,G3,0.19019434584049993
0.62,1.1,G1,0.033960286382982076
0.62,1.1,G2,0.3187668974969436
0.62,1.1,G3,0.18542970419584828
0.62,1.2000000000000002,G1,0.033200782509871796
0.62,1.2000000000000002,G2,0.3126931298181415
0.62,1.2000000000000002,G3,0.18132762376538072
0.62,1.3,G1,0.03253634650024121
0.62,1.3,G2,0.30749999624086627
0.62,1.3,G3,0.177768445095116
0.62,1.4000000000000001,G1,0.031953786556203664
0.62,1.4000000000000001,G2,0.3030197719766447
0.62,1.4000000000000001,G3,0.17466219688399393
0.62,1.5,G1,0.03143519082672934
0.62,1.5,G2,0.29912262460520983
0.62,1.5,G3,0.1719339171175585
0.62,1.6,G1,0.030975237795755537
0.62,1.6,G2,0.29570800676600295
0.62,1.6,G3,0.1695265650931406
0.62,1.7000000000000002,G1,0.030564829132056156
0.62,1.7000000000000002,G2,0.2926959992145608
0.62,1.7000000000000002,G3,0.16738960000235886
0.62,1.8,G1,0.03019457401326558
0.62,1.8,G2,0.2900254767988093
0.62,1.8,G3,0.16548489908347017
0.62,1.9000000000000001,G1,0.029862006585478332
0.62,1.9000000000000001,G2,0.2876434179648478
0.62,1.9000000000000001,G3,0.16377679384196125
0.62,2.0,G1,0.02956110148405956
