c,theta,network,optimal_tau
1.1400000000000001,0.0,G1,0.0816275939070767
1.1400000000000001,0.0,G2,0.8634670223532251
1.1400000000000001,0.0,G3,0.4527447393454589
1.1400000000000001,0.1,G1,0.07594314564377806
1.1400000000000001,0.1,G2,0.7773101714363944
1.1400000000000001,0.1,G3,0.4202701993087496
1.1400000000000001,0.2,G1,0.07137079832411483
1.1400000000000001,0.2,G2,0.7141474050733004
1.1400000000000001,0.2,G3,0.39419555766819353
1.1400000000000001,0.30000000000000004,G1,0.06769639621840551
1.1400000000000001,0.30000000000000004,G2,0.6676304250849425
1.1400000000000001,0.30000000000000004,G3,0.373269256885953
1.1400000000000001,0.4,G1,0.06472755512190834
1.1400000000000001,0.4,G2,0.6329230791389578
1.1400000000000001,0.4,G3,0.35640446875896636
1.1400000000000001,0.5,G1,0.06230860243364657
1.1400000000000001,0.5,G2,0.6065672073787043
1.1400000000000001,0.5,G3,0.34271949047502387
1.1400000000000001,0.6000000000000001,G1,0.060316154458257616
1.1400000000000001,0.6000000000000001,G2,0.5861650004717344
1.1400000000000001,0.6000000000000001,G3,0.3315159955191517
1.1400000000000001,0.7000000000000001,G1,0.058660009159561426
1.1400000000000001,0.7000000000000001,G2,0.5700741304010488
1.1400000000000001,0.7000000000000001,G3,0.3222541744460395
1.1400000000000001,0.8,G1,0.05726802015018414
1.1400000000000001,0.8,G2,0.5571594464991245
1.1400000000000001,0.8,G3,0.31452563587894583
1.1400000000000001,0.9,G1,0.05608684338848789
1.1400000000000001,0.9,G2,0.5466249438932321
1.1400000000000001,0.9,G3,0.30801469083412103
1.1400000000000001,1.0,G1,0.05507491457183948
1.1400000000000001,1.0,G2,0.53791349105396
1.1400000000000001,1.0,G3,0.30248039900122065
1.1400000000000001,1.1,G1,0.05420103692490114
1.1400000000000001,1.1,G2,0.5306160848446589
1.1400000000000001,1.1,G3,0.29774086860014837
1.1400000000000001,1.2000000000000002,G1,0.05344086395240823
1.1400000000000001,1.2000000000000002,G2,0.5244319588978162
1.1400000000000001,1.2000000000000002,G3,0.2936475946799138
1.1400000000000001,1.3,G1,0.0527736394393607
1.1400000000000001,1.3,G2,0.519140008810954
1.1400000000000001,1.3,G3,0.2900912870573881
1.1400000000000001,1.4000000000000001,G1,0.0521887599989951
1.1400000000000001,1.4000000000000001,G2,0.5145688238271924
1.1400000000000001,1.4000000000000001,G3,0.28698014886599515
1.1400000000000001,1.5,G1,0.05166560245031
1.1400000000000001,1.5,G2,0.5105898578823396
1.1400000000000001,1.5,G3,0.28424442567986
1.1400000000000001,1.6,G1,0.05120187506441578
1.1400000000000001,1.6,G2,0.5071045268770404
1.1400000000000001,1.6,G3,0.2818247196533899
1.1400000000000001,1.7000000000000002,G1,0.050787570279788696
1.1400000000000001,1.7000000000000002,G2,0.5040270881103112
1.1400000000000001,1.7000000000000002,G3,0.2796746119536593
1.1400000000000001,1.8,G1,0.050414269165383954
1.1400000000000001,1.8,G2,0.5012976496663215
1.1400000000000001,1.8,G3,0.27775554325062685
1.1400000000000001,1.9000000000000001,G1,0.05007707277259312
1.1400000000000001,1.9000000000000001,G2,0.4988635402214706
1.1400000000000001,1.9000000000000001,G3,0.2760376902286244
1.1400000000000001,2.0,G1,0.04977151501533056
1.1400000000000001,2.0,G2,0.49668292363578953
1.1400000000000001,2.0,G3,0.27449057322560416
1.1600000000000001,0.0,G1,0.08239025693870751
1.1600000000000001,0.0,G2,0.8715370210452198
1.1600000000000001,0.0,G3,0.45697624823760863
1.1600000000000001,0.1,G1,0.07670738544523098
1.1600000000000001,0.1,G2,0.7853924579809689
1.1600000000000001,0.1,G3,0.42450619264581946
1.1600000000000001,0.2,G1,0.07213737536196609
1.1600000000000001,0.2,G2,0.7222510998142276
1.1600000000000001,0.2,G3,0.3984447690569225
1.1600000000000001,0.30000000000000004,G1,0.06846284409593258
1.1600000000000001,0.30000000000000004,G2,0.6757505367937469
1.1600000000000001,0.30000000000000004,G3,0.3775261505354046
1.1600000000000001,0.4,G1,0.06549687420058309
1.1600000000000001,0.4,G2,0.6410513888240869
1.1600000000000001,0.4,G3,0.3606711345946502
1.1600000000000001,0.5,G1,0.06307914610883461
1.1600000000000001,0.5,G2,0.6146986067529369
1.1600000000000001,0.5,G3,0.3469924401725205
1.1600000000000001,0.6000000000000001,G1,0.061087633062637196
1.1600000000000001,0.6000000000000001,G2,0.5942971973873242
1.1600000000000001,0.6000000000000001,G3,0.3357945537144261
1.1600000000000001,0.7000000000000001,G1,0.059432018712811396
1.1600000000000001,0.7000000000000001,G2,0.5782028765446792
1.1600000000000001,0.7000000000000001,G3,0.3265372867207631
1.1600000000000001,0.8,G1,0.05804037827366537
1.1600000000000001,0.8,G2,0.5652848974115746
1.1600000000000001,0.8,G3,0.31881049274314793
1.1600000000000001,0.9,G1,0.056859113947488264
1.1600000000000001,0.9,G2,0.554750155469375
1.1600000000000001,0.9,G3,0.31230050905401274
1.1600000000000001,1.0,G1,0.05584760795202273
1.1600000000000001,1.0,G2,0.5460323833209294
1.1600000000000001,1.0,G3,0.30676809061384247
1.1600000000000001,1.1,G1,0.054973757582843806
1.1600000000000001,1.1,G2,0.53873130429872
1.1600000000000001,1.1,G3,0.3020266953964228
1.1600000000000001,1.2000000000000002,G1,0.05421338550843337
1.1600000000000001,1.2000000000000002,G2,0.5325458201474252
1.1600000000000001,1.2000000000000002,G3,0.2979360967420201
1.1600000000000001,1.3,G1,0.05354744062124039
1.1600000000000001,1.3,G2,0.5272507821578738
1.1600000000000001,1.3,G3,0.2943789355684856
1.1600000000000001,1.4000000000000001,G1,0.05296134205477219
1.1600000000000001,1.4000000000000001,G2,0.5226783371557444
1.1600000000000001,1.4000000000000001,G3,0.29126962709915105
1.1600000000000001,1.5,G1,0.052438045560177435
1.1600000000000001,1.5,G2,0.518699027359834
1.1600000000000001,1.5,G3,0.2885310987517606
1.1600000000000001,1.6,G1,0.05197392033728623
1.1600000000000001,1.6,G2,0.5152094987083555
1.1600000000000001,1.6,G3,0.2861108254214203
1.1600000000000001,1.7000000000000002,G1,0.051561451536538794
1.1600000000000001,1.7000000000000002,G2,0.5121309642956322
1.1600000000000001,1.7000000000000002,G3,0.28396120632194466
1.1600000000000001,1.8,G1,0.05118567158796595
1.1600000000000001,1.8,G2,0.5093995299508327
1.1600000000000001,1.8,G3,0.2820418479719472
1.1600000000000001,1.9000000000000001,G1,0.05084939017623082
1.1600000000000001,1.9000000000000001,G2,0.5069663755366454
1.1600000000000001,1.9000000000000001,G3,0.280321558688646
1.1600000000000001,2.0,G1,0.050544275407625364
1.1600000000000001,2.0,G2,0.5047836941065368
1.1600000000000001,2.0,G3,0.27877376627013867
1.18,0.0,G1,0.08315500416546223
1.18,0.0,G2,0.8796036472147006
1.18,0.0,G3,0.46120767656547124
1.18,0.1,G1,0.07747234780105604
1.18,0.1,G2,0.7934744535810886
1.18,0.1,G3,0.42874186540829806
1.18,0.2,G1,0.07290341433639932
1.18,0.2,G2,0.7303539569355308
1.18,0.2,G3,0.4026902946791359
1.18,0.30000000000000004,G1,0.06923043577075846
1.18,0.30000000000000004,G2,0.6838693707966266
1.18,0.30000000000000004,G3,0.38178241159700654
1.18,0.4,G1,0.06626572825449104
1.18,0.4,G2,0.6491781315952357
1.18,0.4,G3,0.36493710583591804
1.18,0.5,G1,0.06384949254651692
1.18,0.5,G2,0.6228283020843046
1.18,0.5,G3,0.3512651119672657
1.18,0.6000000000000001,G1,0.061858910176659655
1.18,0.6000000000000001,G2,0.6024259594426032
1.18,0.6000000000000001,G3,0.34007218579957554
1.18,0.7000000000000001,G1,0.06020378293230399
1.18,0.7000000000000001,G2,0.5863292113351559
1.18,0.7000000000000001,G3,0.3308180449883096
1.18,0.8,G1,0.058812479396136416
1.18,0.8,G2,0.5734087050769505
1.18,0.8,G3,0.32309302195255407
1.18,0.9,G1,0.05763140516091388
1.18,0.9,G2,0.5628695734499426
1.18,0.9,G3,0.3165837819448227
1.18,1.0,G1,0.05661971325806679
1.18,1.0,G2,0.5541527724400789
1.18,1.0,G3,0.311053325996994
1.18,1.1,G1,0.05574620569609491
1.18,1.1,G2,0.5468458109908179
1.18,1.1,G3,0.30631343922935844
1.18,1.2000000000000002,G1,0.05498581167504674
1.18,1.2000000000000002,G2,0.5406570394070261
1.18,1.2000000000000002,G3,0.3022208309903162
1.18,1.3,G1,0.054319600740285016
1.18,1.3,G2,0.5353596988744875
1.18,1.3,G3,0.29866558131330906
1.18,1.4000000000000001,G1,0.05373256953059363
1.18,1.4000000000000001,G2,0.5307864987278572
1.18,1.4000000000000001,G3,0.2955538694104602
1.18,1.5,G1,0.05321170825914573
1.18,1.5,G2,0.5268046955839412
1.18,1.5,G3,0.2928178465602144
1.18,1.6,G1,0.05274686984398044
1.18,1.6,G2,0.5233141574058419
1.18,1.6,G3,0.2903966543674254
1.18,1.7000000000000002,G1,0.052333176694530206
1.18,1.7000000000000002,G2,0.5202357028143751
1.18,1.7000000000000002,G3,0.2882457868387817
1.18,1.8,G1,0.05195719961889446
1.18,1.8,G2,0.5175031454854849
1.18,1.8,G3,0.2863258701447048
1.18,1.9000000000000001,G1,0.05162031657360108
1.18,1.9000000000000001,G2,0.5150661750840018
1.18,1.9000000000000001,G3,0.2846059637183059
1.18,2.0,G1,0.05131487990058277
1.18,2.0,G2,0.5128827097813429
1.18,2.0,G3,0.2830578443972201
1.2,0.0,G1,0.08391603456189559
1.2,0.0,G2,0.8876735872133573
1.2,0.0,G3,0.4654385254192118
1.2,0.1,G1,0.07823583563414818
1.2,0.1,G2,0.8015561558545808
1.2,0.1,G3,0.432977714447912
1.2,0.2,G1,0.07366793070374039
1.2,0.2,G2,0.7384559980887541
1.2,0.2,G3,0.4069354855753161
1.2,0.30000000000000004,G1,0.06999990892088924
1.2,0.30000000000000004,G2,0.6919878090078807
1.2,0.30000000000000004,G3,0.3860380274426314
1.2,0.4,G1,0.06703487390963594
1.2,0.4,G2,0.6573039999160516
1.2,0.4,G3,0.36919956934350745
1.2,0.5,G1,0.06461965248227833
1.2,0.5,G2,0.6309563576977376
1.2,0.5,G3,0.3555362396878905
1.2,0.6000000000000001,G1,0.0626312784669769
1.2,0.6000000000000001,G2,0.6105535447233882
1.2,0.6000000000000001,G3,0.3443476168599438
1.2,0.7000000000000001,G1,0.06097533842768903
1.2,0.7000000000000001,G2,0.5944563087502346
1.2,0.7000000000000001,G3,0.33509752012923855
1.2,0.8,G1,0.0595843337499946
1.2,0.8,G2,0.581531382739787
1.2,0.8,G3,0.32737522610272024
1.2,0.9,G1,0.05840344290823996
1.2,0.9,G2,0.5709897738480456
1.2,0.9,G3,0.32086847841100835
1.2,1.0,G1,0.057391836622796503
1.2,1.0,G2,0.562268446606299
1.2,1.0,G3,0.3153353431207894
1.2,1.1,G1,0.05651837419423695
1.2,1.1,G2,0.5549623704012615
1.2,1.1,G3,0.31059769290289174
1.2,1.2000000000000002,G1,0.05575797592562742
1.2,1.2000000000000002,G2,0.5487708750158624
1.2,1.2000000000000002,G3,0.3065059515409009
1.2,1.3,G1,0.05509171487068726
1.2,1.3,G2,0.5434684947995077
1.2,1.3,G3,0.3029491657526983
1.2,1.4000000000000001,G1,0.054504328068509335
1.2,1.4000000000000001,G2,0.5388921979957502
1.2,1.4000000000000001,G3,0.2998396224563053
1.2,1.5,G1,0.053983568079811486
1.2,1.5,G2,0.5349085823728468
1.2,1.5,G3,0.29710160842551897
1.2,1.6,G1,0.053519695779196415
1.2,1.6,G2,0.5314177901381821
1.2,1.6,G3,0.2946807549224832
1.2,1.7000000000000002,G1,0.053104561389952926
1.2,1.7000000000000002,G2,0.5283370043473246
1.2,1.7000000000000002,G3,0.2925305288463939
1.2,1.8,G1,0.05272982557061618
1.2,1.8,G2,0.5256035951040418
1.2,1.8,G3,0.2906096392181444
1.2,1.9000000000000001,G1,0.0523940166579699
1.2,1.9000000000000001,G2,0.523165913235022
1.2,1.9000000000000001,G3,0.28888852019095
1.2,2.0,G1,0.052089347725939414
1.2,2.0,G2,0.5209828587620221
1.2,2.0,G3,0.2873398933699035
1.22,0.0,G1,0.08468107780165413
1.22,0.0,G2,0.8957434896243031
1.22,0.0,G3,0.46966981496258037
1.22,0.1,G1,0.07899933349187929
1.22,0.1,G2,0.8096375653120875
1.22,0.1,G3,0.43721320697634786
1.22,0.2,G1,0.07443499023193717
1.22,0.2,G2,0.7465572455799218
1.22,0.2,G3,0.41118035331709485
1.22,0.30000000000000004,G1,0.07076801177469498
1.22,0.30000000000000004,G2,0.7001042666451311
1.22,0.30000000000000004,G3,0.39029299509136595
1.22,0.4,G1,0.06780369689452735
1.22,0.4,G2,0.6654284745676973
1.22,0.4,G3,0.3734649334339111
1.22,0.5,G1,0.06538963641889273
1.22,0.5,G2,0.6390828391595097
1.22,0.5,G3,0.3598064446275514
1.22,0.6000000000000001,G1,0.06340202942423076
1.22,0.6000000000000001,G2,0.6186795436014845
1.22,0.6000000000000001,G3,0.34862285782036523
1.22,0.7000000000000001,G1,0.061746698964354335
1.22,0.7000000000000001,G2,0.6025796634845257
1.22,0.7000000000000001,G3,0.3393754438911745
1.22,0.8,G1,0.0603559511060223
1.22,0.8,G2,0.5896528889240916
1.22,0.8,G3,0.3316555858826238
1.22,0.9,G1,0.059175237182055335
1.22,0.9,G2,0.5791078832093846
1.22,0.9,G3,0.3251506035190539
1.22,1.0,G1,0.058163713093540154
1.22,1.0,G2,0.5703838006692087
1.22,1.0,G3,0.31962004632211355
1.22,1.1,G1,0.05728997454202132
1.22,1.1,G2,0.563072970033117
1.22,1.1,G3,0.31487972474570136
1.22,1.2000000000000002,G1,0.05652987088768438
1.22,1.2000000000000002,G2,0.5568802376323041
1.22,1.2000000000000002,G3,0.31078898572795105
1.22,1.3,G1,0.05586357582101601
1.22,1.3,G2,0.5515788784946309
1.22,1.3,G3,0.30723222731874167
1.22,1.4000000000000001,G1,0.05527612427126863
1.22,1.4000000000000001,G2,0.5470008421421068
1.22,1.4000000000000001,G3,0.3041209664806049
1.22,1.5,G1,0.0547552787810439
1.22,1.5,G2,0.543012583054037
1.22,1.5,G3,0.3013832768125476
1.22,1.6,G1,0.054291127501285154
1.22,1.6,G2,0.5395190674477884
1.22,1.6,G3,0.2989645454064295
1.22,1.7000000000000002,G1,0.05387557013544925
1.22,1.7000000000000002,G2,0.5364368954417904
1.22,1.7000000000000002,G3,0.29681248631049745
1.22,1.8,G1,0.05350210263039709
1.22,1.8,G2,0.5337021980409603
1.22,1.8,G3,0.29489178983012
1.22,1.9000000000000001,G1,0.05316484215062126
1.22,1.9000000000000001,G2,0.5312648054485546
1.22,1.9000000000000001,G3,0.293171507088854
1.22,2.0,G1,0.05285783367051229
1.22,2.0,G2,0.5290797299164556
1.22,2.0,G3,0.2916207168853314
1.24,0.0,G1,0.08544138647500325
1.24,0.0,G2,0.9038133506093813
1.24,0.0,G3,0.47390261270215717
1.24,0.1,G1,0.0797628663921153
1.24,0.1,G2,0.8177196560850332
1.24,0.1,G3,0.4414483481513314
1.24,0.2,G1,0.07519883861126328
1.24,0.2,G2,0.7546577166526823
1.24,0.2,G3,0.4154249092652779
1.24,0.30000000000000004,G1,0.07153284572697036
1.24,0.30000000000000004,G2,0.7082162343985126
1.24,0.30000000000000004,G3,0.39454646370754515
1.24,0.4,G1,0.06857156541929993
1.24,0.4,G2,0.6735515695231615
1.24,0.4,G3,0.37772791476788964
1.24,0.5,G1,0.06615911482698457
1.24,0.5,G2,0.6472078152385784
1.24,0.5,G3,0.36407682570118965
1.24,0.6000000000000001,G1,0.06417258338299509
1.24,0.6000000000000001,G2,0.626804014110014
1.24,0.6000000000000001,G3,0.3528964213401848
1.24,0.7000000000000001,G1,0.06251917950337105
1.24,0.7000000000000001,G2,0.6107020405510739
1.24,0.7000000000000001,G3,0.3436524140782436
1.24,0.8,G1,0.061127379067562715
1.24,0.8,G2,0.5977733278434832
1.24,0.8,G3,0.3359346973423969
1.24,0.9,G1,0.05994679750576582
1.24,0.9,G2,0.5872253233314884
1.24,0.9,G3,0.3294304990083522
1.24,1.0,G1,0.058935352304840545
1.24,1.0,G2,0.5784977060870684
1.24,1.0,G3,0.3239011123064577
1.24,1.1,G1,0.05806163058270491
1.24,1.1,G2,0.5711852080911458
1.24,1.1,G3,0.31916250286097064
1.24,1.2000000000000002,G1,0.05730121138499251
1.24,1.2000000000000002,G2,0.5649890038972356
1.24,1.2000000000000002,G3,0.3150693802283923
1.24,1.3,G1,0.0566351765998526
1.24,1.3,G2,0.5596850428443284
1.24,1.3,G3,0.31151390460956274
1.24,1.4000000000000001,G1,0.056047674320891236
1.24,1.4000000000000001,G2,0.5551053117552274
1.24,1.4000000000000001,G3,0.3084025679103793
1.24,1.5,G1,0.055526757919788866
1.24,1.5,G2,0.5511182785675973
1.24,1.5,G3,0.30566521843437644
1.24,1.6,G1,0.05506252180898904
1.24,1.6,G2,0.5476234053992113
1.24,1.6,G3,0.30324424679363776
1.24,1.7000000000000002,G1,0.05464687147561649
1.24,1.7000000000000002,G2,0.5445368519536581
1.24,1.7000000000000002,G3,0.30109244220979303
1.24,1.8,G1,0.054273136456436104
1.24,1.8,G2,0.5418012746742685
1.24,1.8,G3,0.2991706927917663
1.24,1.9000000000000001,G1,0.053935776315713634
1.24,1.9000000000000001,G2,0.5393614488260352
1.24,1.9000000000000001,G3,0.2974516375899612
1.24,2.0,G1,0.053630371218252496
1.24,2.0,G2,0.5371753992853381
1.24,2.0,G3,0.2959019858947095
1.26,0.0,G1,0.08620561791964193
1.26,0.0,G2,0.9118831677761422
1.26,0.0,G3,0.47813305933489586
1.26,0.1,G1,0.08052710171541708
1.26,0.1,G2,0.8257995626541204
1.26,0.1,G3,0.4456834305878989
1.26,0.2,G1,0.07596526312008788
1.26,0.2,G2,0.7627558646421834
1.26,0.2,G3,0.419669279280644
1.26,0.30000000000000004,G1,0.07230086181362871
1.26,0.30000000000000004,G2,0.7163304305290661
1.26,0.30000000000000004,G3,0.39880368048124953
1.26,0.4,G1,0.0693398340974327
1.26,0.4,G2,0.681673255195276
1.26,0.4,G3,0.3819901233552919
1.26,0.5,G1,0.06692890289746573
1.26,0.5,G2,0.6553319623396822
1.26,0.5,G3,0.36834313472962144
1.26,0.6000000000000001,G1,0.06494295108783463
1.26,0.6000000000000001,G2,0.6349270135246226
1.26,0.6000000000000001,G3,0.3571692721170155
1.26,0.7000000000000001,G1,0.06329001559303152
1.26,0.7000000000000001,G2,0.6188229899608769
1.26,0.7000000000000001,G3,0.34792958634634563
1.26,0.8,G1,0.06189861007878044
1.26,0.8,G2,0.6058906719046228
1.26,0.8,G3,0.34021275702126286
1.26,0.9,G1,0.06071814348868653
1.26,0.9,G2,0.5953410582609244
1.26,0.9,G3,0.33370965828388205
1.26,1.0,G1,0.05970676343432246
1.26,1.0,G2,0.5866122676694567
1.26,1.0,G3,0.3281811221632227
1.26,1.1,G1,0.05883305727902665
1.26,1.1,G2,0.579295351794563
1.26,1.1,G3,0.32344248185495467
1.26,1.2000000000000002,G1,0.05807261367015371
1.26,1.2000000000000002,G2,0.5730963210909586
1.26,1.2000000000000002,G3,0.3193515068097121
1.26,1.3,G1,0.057406240732216805
1.26,1.3,G2,0.5677912057237907
1.26,1.3,G3,0.31579473449442186
1.26,1.4000000000000001,G1,0.056818689525773056
1.26,1.4000000000000001,G2,0.5632070231675661
1.26,1.4000000000000001,G3,0.31268276496137937
1.26,1.5,G1,0.0562979966710963
1.26,1.5,G2,0.5592198872465454
1.26,1.5,G3,0.30994532759492815
1.26,1.6,G1,0.05583368848339905
1.26,1.6,G2,0.5557240498760164
1.26,1.6,G3,0.3075241352816321
1.26,1.7000000000000002,G1,0.05541795708993364
1.26,1.7000000000000002,G2,0.5526384171549389
1.26,1.7000000000000002,G3,0.3053723380316871
1.26,1.8,G1,0.0550441354778714
1.26,1.8,G2,0.5499020629102661
1.26,1.8,G3,0.3034514222465599
1.26,1.9000000000000001,G1,0.05470668620708415
1.26,1.9000000000000001,G2,0.5474613521620911
1.26,1.9000000000000001,G3,0.3017295162502876
1.26,2.0,G1,0.05440097586635492
1.26,2.0,G2,0.5452712200127807
1.26,2.0,G3,0.30017969357421864
1.28,0.0,G1,0.08696871324812197
1.28,0.0,G2,0.9199529402481145
1.28,0.0,G3,0.48236440508977757
1.28,0.1,G1,0.08128881718103129
1.28,0.1,G2,0.8338800938756432
1.28,0.1,G3,0.4499193748019591
1.28,0.2,G1,0.07673109940734336
1.28,0.2,G2,0.7708565228622227
1.28,0.2,G3,0.42391352830912765
1.28,0.30000000000000004,G1,0.07306852732137986
1.28,0.30000000000000004,G2,0.7244435406683343
1.28,0.30000000000000004,G3,0.40305703370022805
1.28,0.4,G1,0.07011023934444217
1.28,0.4,G2,0.6897943427692627
1.28,0.4,G3,0.38625154922712523
1.28,0.5,G1,0.06769832740580632
1.28,0.5,G2,0.6634548158075669
1.28,0.5,G3,0.3726125938972318
1.28,0.6000000000000001,G1,0.06571270828196511
1.28,0.6000000000000001,G2,0.6430486025981843
1.28,0.6000000000000001,G3,0.3614417241391831
1.28,0.7000000000000001,G1,0.06406065474703147
1.28,0.7000000000000001,G2,0.6269425620426697
1.28,0.7000000000000001,G3,0.3522030105659581
1.28,0.8,G1,0.06267095262126945
1.28,0.8,G2,0.6140076057663947
1.28,0.8,G3,0.34448891936010423
1.28,0.9,G1,0.06148931808096198
1.28,0.9,G2,0.6034545808480859
1.28,0.9,G3,0.3379854845862225
1.28,1.0,G1,0.060477955274536
1.28,1.0,G2,0.5947228309148012
1.28,1.0,G3,0.3324598039950896
1.28,1.1,G1,0.05960426340715725
1.28,1.1,G2,0.5874046879289279
1.28,1.1,G3,0.3277218952807815
1.28,1.2000000000000002,G1,0.05884379542071996
1.28,1.2000000000000002,G2,0.5812031593067966
1.28,1.2000000000000002,G3,0.3236305017796973
1.28,1.3,G1,0.0581773729128906
1.28,1.3,G2,0.5758950454383122
1.28,1.3,G3,0.3200739392359982
1.28,1.4000000000000001,G1,0.05758975623416309
1.28,1.4000000000000001,G2,0.5713110355992729
1.28,1.4000000000000001,G3,0.31696313932769926
1.28,1.5,G1,0.05706871653856689
1.28,1.5,G2,0.5673221644958796
1.28,1.5,G3,0.3142240424694786
1.28,1.6,G1,0.05660461996275387
1.28,1.6,G2,0.5638209814991295
1.28,1.6,G3,0.311802722181246
1.28,1.7000000000000002,G1,0.05618881797574591
1.28,1.7000000000000002,G2,0.5607369028286532
1.28,1.7000000000000002,G3,0.30965071114096515
1.28,1.8,G1,0.05581492040808757
1.28,1.8,G2,0.5579988908061094
1.28,1.8,G3,0.30772951949516797
1.28,1.9000000000000001,G1,0.0554773917964175
1.28,1.9000000000000001,G2,0.5555577329385268
1.28,1.9000000000000001,G3,0.30600730668801857
1.28,2.0,G1,0.05517160045147009
1.28,2.0,G2,0.5533692846063044
1.28,2.0,G3,0.30445751836481494
1.3,0.0,G1,0.08773123195179965
1.3,0.0,G2,0.9280226686808545
1.3,0.0,G3,0.4865957770526297
1.3,0.1,G1,0.08205306610825767
1.3,0.1,G2,0.8419617089462192
1.3,0.1,G3,0.45415506741288186
1.3,0.2,G1,0.0774975470571465
1.3,0.2,G2,0.7789549536436052
1.3,0.2,G3,0.4281573487548238
1.3,0.30000000000000004,G1,0.07383429786931393
1.3,0.30000000000000004,G2,0.7325555937390439
1.3,0.30000000000000004,G3,0.4073098803368227
1.3,0.4,G1,0.07087928774199637
1.3,0.4,G2,0.6979135959773428
1.3,0.4,G3,0.3905121930351663
1.3,0.5,G1,0.06846639543562583
1.3,0.5,G2,0.6715763482813638
1.3,0.5,G3,0.37687933561862663
1.3,0.6000000000000001,G1,0.06648288363688225
1.3,0.6000000000000001,G2,0.6511692037010481
1.3,0.6000000000000001,G3,0.36571336487279166
1.3,0.7000000000000001,G1,0.06483110759410576
1.3,0.7000000000000001,G2,0.6350608071473398
1.3,0.7000000000000001,G3,0.3564766807368405
1.3,0.8,G1,0.06344167097998997
1.3,0.8,G2,0.6221232748338192
1.3,0.8,G3,0.34876476061360173
1.3,0.9,G1,0.06226167043055784
1.3,0.9,G2,0.6115675286816142
1.3,0.9,G3,0.34226408471359665
1.3,1.0,G1,0.061248983802780224
1.3,1.0,G2,0.6028325910248984
1.3,1.0,G3,0.3367358521128178
1.3,1.1,G1,0.06037525737764832
1.3,1.1,G2,0.5955133000988504
1.3,1.1,G3,0.3319997695270729
1.3,1.2000000000000002,G1,0.05961476498763153
1.3,1.2000000000000002,G2,0.5893092947911976
1.3,1.2000000000000002,G3,0.3279087551127405
1.3,1.3,G1,0.05894829373933253
1.3,1.3,G2,0.5839983825959845
1.3,1.3,G3,0.3243520693990297
1.3,1.4000000000000001,G1,0.05836061296051201
1.3,1.4000000000000001,G2,0.5794130550556633
1.3,1.4000000000000001,G3,0.3212385160837144
1.3,1.5,G1,0.0578394999580578
1.3,1.5,G2,0.5754211589913115
1.3,1.5,G3,0.3185021675641536
1.3,1.6,G1,0.05737505411484536
1.3,1.6,G2,0.5719216888829759
1.3,1.6,G3,0.3160802942514441
1.3,1.7000000000000002,G1,0.05695918460472025
1.3,1.7000000000000002,G2,0.5688343902934825
1.3,1.7000000000000002,G3,0.3139262596299631
1.3,1.8,G1,0.05658548354102831
1.3,1.8,G2,0.5660945078758445
1.3,1.8,G3,0.3120063384012868
1.3,1.9000000000000001,G1,0.056247884230705876
1.3,1.9000000000000001,G2,0.5636506557593859
1.3,1.9000000000000001,G3,0.31028390451799204
1.3,2.0,G1,0.05594202053267212
1.3,2.0,G2,0.5614636043953493
1.3,2.0,G3,0.3087338238224834
1.32,0.0,G1,0.08849410363993111
1.32,0.0,G2,0.9360923552272058
1.32,0.0,G3,0.4908271590042835
1.32,0.1,G1,0.08281535602928447
1.32,0.1,G2,0.8500423083194789
1.32,0.1,G3,0.45839062012290305
1.32,0.2,G1,0.07826253688431957
1.32,0.2,G2,0.7870527372411908
1.32,0.2,G3,0.43240111888601274
1.32,0.30000000000000004,G1,0.07460270454719121
1.32,0.30000000000000004,G2,0.7406666189967325
1.32,0.30000000000000004,G3,0.4115622376341588
1.32,0.4,G1,0.07164505998375205
1.32,0.4,G2,0.7060283045674791
1.32,0.4,G3,0.39477114034462224
1.32,0.5,G1,0.06923804276166862
1.32,0.5,G2,0.6796964847125556
1.32,0.5,G3,0.381145231998854
1.32,0.6000000000000001,G1,0.06725257787832271
1.32,0.6000000000000001,G2,0.6592888673878999
1.32,0.6000000000000001,G3,0.36998268114368255
1.32,0.7000000000000001,G1,0.06560092209952743
1.32,0.7000000000000001,G2,0.6431777798033707
1.32,0.7000000000000001,G3,0.36074931144644556
1.32,0.8,G1,0.06421219915880358
1.32,0.8,G2,0.6302377221409418
1.32,0.8,G3,0.35303896234217347
1.32,0.9,G1,0.06303234081732406
1.32,0.9,G2,0.6196793239331744
1.32,0.9,G3,0.34654083525462137
1.32,1.0,G1,0.06201982365939541
1.32,1.0,G2,0.6109418200867593
1.32,1.0,G3,0.34101402758610283
1.32,1.1,G1,0.06114608710285469
1.32,1.1,G2,0.603619508580255
1.32,1.1,G3,0.33627513642288115
1.32,1.2000000000000002,G1,0.06038553038295713
1.32,1.2000000000000002,G2,0.5974148113709047
1.32,1.2000000000000002,G3,0.3321856222810533
1.32,1.3,G1,0.05971901113548454
1.32,1.3,G2,0.5921023445918407
1.32,1.3,G3,0.3286287742608316
1.32,1.4000000000000001,G1,0.059131267550023986
1.32,1.4000000000000001,G2,0.5875144968086091
1.32,1.4000000000000001,G3,0.3255176177369151
1.32,1.5,G1,0.058610082873704256
1.32,1.5,G2,0.5835209208367792
1.32,1.5,G3,0.3227781507139099
1.32,1.6,G1,0.05814556053071605
1.32,1.6,G2,0.5800199621908221
1.32,1.6,G3,0.32035694331053904
